compound_name,atom_index,atom_symbol,atomic_number,degree,formal_charge,valence,hybridization,is_aromatic,is_in_ring,ring_size,num_hydrogens,neighbor_c,neighbor_n,neighbor_o,neighbor_halogen,aromatic_neighbors,single_bonds,double_bonds,triple_bonds,gasteiger_charge,mean_neighbor_charge,max_neighbor_charge,min_neighbor_charge,PC1_raw,PC2_raw,PC1_scaled,PC2_scaled,cluster,cluster_name
Paracetamol,10,C,6,2,0,4,2,1,1,6,1,2,0,0,0,2,0,0,0,-0.034863614124453705,0.011378380646060433,0.04092058860261702,-0.018163827310496154,3.1512978783552845,-0.7164453393106727,1.7481207842115023,1.595264630077524,0,Aromatic Carbon
Aspirin,0,C,6,1,0,4,3,0,0,0,3,1,0,0,0,0,1,0,0,0.03438902734649596,0.30754918369195744,0.30754918369195744,0.30754918369195744,-3.5554957868457167,-0.5117399084573382,-3.471231141576619,0.4068960026932555,1,Aliphatic sp3 Atom
Aspirin,1,C,6,3,0,4,2,0,0,0,0,1,0,2,0,0,2,1,0,0.30754918369195744,-0.21452629173178858,0.03438902734649596,-0.42580322451362185,-3.4770165003008886,1.3373586060037157,-0.034579330899687497,-5.216383744924732,4,Carbonyl Carbon
Aspirin,2,O,8,1,0,2,2,0,0,0,0,1,0,0,0,0,0,1,0,-0.25216467802823983,0.30754918369195744,0.30754918369195744,0.30754918369195744,-3.599768803684854,-2.024408969173735,-4.669683713447889,1.943726378507709,6,Carbonyl Oxygen
Aspirin,3,O,8,2,0,2,2,0,0,0,0,2,0,0,0,1,2,0,0,-0.42580322451362185,0.22621475356343937,0.30754918369195744,0.1448803234349213,-3.339557024449429,0.14357313687129603,-3.3049808921840014,1.807770049113905,2,Electron-Rich Heteroatom
Aspirin,4,C,6,3,0,4,2,1,1,6,0,2,0,1,0,2,1,0,0,0.1448803234349213,-0.11396741779773056,0.1021717530871286,-0.42580322451362185,3.1053750505266717,0.6462585482471068,2.9985442567879734,-1.0522272233152428,7,Activated Aromatic/Heteroaromatic
Aspirin,5,C,6,2,0,4,2,1,1,6,1,2,0,0,0,2,0,0,0,-0.018270781966698423,0.04318671618686891,0.1448803234349213,-0.05850689106118347,3.1502457819421914,-0.7142206650758558,1.5920903154092871,1.6801764691359105,0,Aromatic Carbon
Aspirin,6,C,6,2,0,4,2,1,1,6,1,2,0,0,0,2,0,0,0,-0.05850689106118347,-0.039702697604500445,-0.018270781966698423,-0.06113461324230246,3.1529101269376487,-0.7110577694004445,1.9671859273490875,1.3724378515247226,0,Aromatic Carbon
Aspirin,7,C,6,2,0,4,2,1,1,6,1,2,0,0,0,2,0,0,0,-0.06113461324230246,-0.051188340470271335,-0.0438697898793592,-0.05850689106118347,3.1533123635940927,-0.7106556542110569,2.0241804098557608,1.3260398224689214,0,Aromatic Carbon
Aspirin,8,C,6,2,0,4,2,1,1,6,1,2,0,0,0,2,0,0,0,-0.0438697898793592,0.02051856992241307,0.1021717530871286,-0.06113461324230246,3.1508236917791668,-0.7142245275568535,1.6740820097049702,1.62424059696544,0,Aromatic Carbon
Aspirin,9,C,6,3,0,4,2,1,1,6,0,3,0,0,0,2,1,0,0,0.1021717530871286,0.1466714401442908,0.33900378687731025,-0.0438697898793592,3.2564279455835003,0.8001821880333715,1.775906726029429,1.6378300257456784,0,Aromatic Carbon
Aspirin,10,C,6,3,0,4,2,0,0,0,0,1,0,2,0,1,2,1,0,0.33900378687731025,-0.20720170278359495,0.1021717530871286,-0.4775395271554559,-3.235150302235453,1.2566698932993585,0.2962099393760544,-5.049724234766014,4,Carbonyl Carbon
Aspirin,11,O,8,1,0,2,2,0,0,0,0,1,0,0,0,0,0,1,0,-0.2462373342824576,0.33900378687731025,0.33900378687731025,0.33900378687731025,-3.600844592995499,-2.028737517039062,-4.814730947659538,2.1021957105388687,6,Carbonyl Oxygen
Aspirin,12,O,8,1,0,2,2,0,0,0,1,1,0,0,0,0,1,0,0,-0.4775395271554559,0.33900378687731025,0.33900378687731025,0.33900378687731025,-3.694768879820925,-1.3114635277985043,-4.798550780298569,2.646135372088582,2,Electron-Rich Heteroatom
Bupivacaine,0,C,6,1,0,4,3,0,0,0,3,1,0,0,0,0,1,0,0,-0.06533514850512046,-0.0549532922252516,-0.0549532922252516,-0.0549532922252516,-3.5434179997337476,-0.46405864321886403,-1.842568653347229,-1.3555950766747347,1,Aliphatic sp3 Atom
Bupivacaine,1,C,6,2,0,4,3,0,0,0,2,2,0,0,0,0,2,0,0,-0.0549532922252516,-0.05299428082429629,-0.04065341314347212,-0.06533514850512046,-3.4345908979620217,1.05174089225084,-1.2866977600276976,-1.66975180957899,1,Aliphatic sp3 Atom
