compound_name,atom_index,atom_symbol,atomic_number,degree,formal_charge,valence,hybridization,is_aromatic,is_in_ring,ring_size,num_hydrogens,neighbor_c,neighbor_n,neighbor_o,neighbor_halogen,aromatic_neighbors,single_bonds,double_bonds,triple_bonds,gasteiger_charge,mean_neighbor_charge,max_neighbor_charge,min_neighbor_charge,PC1_raw,PC2_raw,PC1_scaled,PC2_scaled,cluster,cluster_name
(S)-Ibuprofen,5,C,6,2,0,4,2,1,1,6,1,2,0,0,0,2,0,0,0,-0.05873452762824895,-0.05282727521991312,-0.047744174654682496,-0.057910375785143756,3.1533982754427563,-0.7104215993517164,2.0361807581226197,1.3139475889034207,0,Aromatic Carbon
(S)-Ibuprofen,6,C,6,2,0,4,2,1,1,6,1,2,0,0,0,2,0,0,0,-0.057910375785143756,-0.046411111417850676,-0.0340876952074524,-0.05873452762824895,3.153167657460387,-0.7107436600651913,2.0036747584449914,1.341654411585969,0,Aromatic Carbon
(S)-Ibuprofen,7,C,6,3,0,4,2,1,1,6,0,3,0,0,0,2,1,0,0,-0.0340876952074524,-0.012320462555088335,0.0788593639050225,-0.057910375785143756,3.26036315699661,0.8024431992169436,2.339933905872338,1.2116332809335588,0,Aromatic Carbon
(S)-Ibuprofen,8,C,6,3,0,4,3,0,0,0,1,3,0,0,0,1,3,0,0,0.0788593639050225,0.07611077980007004,0.3101853515323108,-0.0477653169246483,-3.0887292010939222,2.477515481106777,-1.0490449583699453,-1.2583154334084437,5,Saturated Ring Atom
(S)-Ibuprofen,9,C,6,1,0,4,3,0,0,0,3,1,0,0,0,0,1,0,0,-0.0477653169246483,0.0788593639050225,0.0788593639050225,0.0788593639050225,-3.54807252570303,-0.483009295700088,-2.470076038064814,-0.6659117719375587,1,Aliphatic sp3 Atom
(S)-Ibuprofen,10,C,6,3,0,4,2,0,0,0,0,1,0,2,0,0,2,1,0,0.3101853515323108,-0.21789586409405112,0.0788593639050225,-0.4807885019257389,-3.476870989937911,1.3422765615868633,-0.02544540722314221,-5.2828777786412005,4,Carbonyl Carbon
(S)-Ibuprofen,11,O,8,1,0,2,2,0,0,0,0,1,0,0,0,0,0,1,0,-0.2517584542614369,0.3101853515323108,0.3101853515323108,0.3101853515323108,-3.599859887227892,-2.024778090076633,-4.681963721130637,1.9571913841449404,6,Carbonyl Oxygen
(S)-Ibuprofen,12,O,8,1,0,2,2,0,0,0,1,1,0,0,0,0,1,0,0,-0.4807885019257389,0.3101853515323108,0.3101853515323108,0.3101853515323108,-3.693761008312416,-1.307344713774917,-4.662676827273351,2.496515810193438,2,Electron-Rich Heteroatom
(S)-Ibuprofen,13,C,6,2,0,4,2,1,1,6,1,2,0,0,0,2,0,0,0,-0.057910375785143756,-0.046411111417850676,-0.0340876952074524,-0.05873452762824895,3.153167657460387,-0.7107436600651913,2.0036747584449914,1.341654411585969,0,Aromatic Carbon
(S)-Ibuprofen,14,C,6,2,0,4,2,1,1,6,1,2,0,0,0,2,0,0,0,-0.05873452762824895,-0.05282727521991312,-0.047744174654682496,-0.057910375785143756,3.1533982754427563,-0.7104215993517164,2.0361807581226197,1.3139475889034207,0,Aromatic Carbon
(R)-Ibuprofen,0,C,6,1,0,4,3,0,0,0,3,1,0,0,0,0,1,0,0,-0.06245589069280734,-0.04307412588969147,-0.04307412588969147,-0.04307412588969147,-3.543817750419986,-0.4656484191517394,-1.8964712073242274,-1.2970489160810967,1,Aliphatic sp3 Atom
(R)-Ibuprofen,1,C,6,3,0,4,3,0,0,0,1,3,0,0,0,0,3,0,0,-0.04307412588969147,-0.05015861236280941,-0.025564055702813556,-0.06245589069280734,-3.325926128367316,2.5663975724788157,-0.7490846761479256,-1.958701886072134,5,Saturated Ring Atom
(R)-Ibuprofen,2,C,6,1,0,4,3,0,0,0,3,1,0,0,0,0,1,0,0,-0.06245589069280734,-0.04307412588969147,-0.04307412588969147,-0.04307412588969147,-3.543817750419986,-0.4656484191517394,-1.8964712073242274,-1.2970489160810967,1,Aliphatic sp3 Atom
(R)-Ibuprofen,3,C,6,2,0,4,3,0,0,0,2,2,0,0,0,1,2,0,0,-0.025564055702813556,-0.045409150272186984,-0.04307412588969147,-0.047744174654682496,-3.1926679983557222,0.965272560930182,-0.934889355904099,-1.4475944765118245,1,Aliphatic sp3 Atom
(R)-Ibuprofen,4,C,6,3,0,4,2,1,1,6,0,3,0,0,0,2,1,0,0,-0.047744174654682496,-0.047677703653103816,-0.025564055702813556,-0.05873452762824895,3.261980343430585,0.804323410423013,2.561354165394103,1.0334199611928914,0,Aromatic Carbon
(R)-Ibuprofen,5,C,6,2,0,4,2,1,1,6,1,2,0,0,0,2,0,0,0,-0.05873452762824895,-0.05282727521991312,-0.047744174654682496,-0.057910375785143756,3.1533982754427563,-0.7104215993517164,2.0361807581226197,1.3139475889034207,0,Aromatic Carbon
(R)-Ibuprofen,6,C,6,2,0,4,2,1,1,6,1,2,0,0,0,2,0,0,0,-0.057910375785143756,-0.046411111417850676,-0.0340876952074524,-0.05873452762824895,3.153167657460387,-0.7107436600651913,2.0036747584449914,1.341654411585969,0,Aromatic Carbon
(R)-Ibuprofen,7,C,6,3,0,4,2,1,1,6,0,3,0,0,0,2,1,0,0,-0.0340876952074524,-0.012320462555088335,0.0788593639050225,-0.057910375785143756,3.26036315699661,0.8024431992169436,2.339933905872338,1.2116332809335588,0,Aromatic Carbon
(R)-Ibuprofen,8,C,6,3,0,4,3,0,0,0,1,3,0,0,0,1,3,0,0,0.0788593639050225,0.07611077980007004,0.3101853515323108,-0.0477653169246483,-3.0887292010939222,2.477515481106777,-1.0490449583699453,-1.2583154334084437,5,Saturated Ring Atom
(R)-Ibuprofen,9,C,6,1,0,4,3,0,0,0,3,1,0,0,0,0,1,0,0,-0.0477653169246483,0.0788593639050225,0.0788593639050225,0.0788593639050225,-3.54807252570303,-0.483009295700088,-2.470076038064814,-0.6659117719375587,1,Aliphatic sp3 Atom
(R)-Ibuprofen,10,C,6,3,0,4,2,0,0,0,0,1,0,2,0,0,2,1,0,0.3101853515323108,-0.21789586409405112,0.0788593639050225,-0.4807885019257389,-3.476870989937911,1.3422765615868633,-0.02544540722314221,-5.2828777786412005,4,Carbonyl Carbon
(R)-Ibuprofen,11,O,8,1,0,2,2,0,0,0,0,1,0,0,0,0,0,1,0,-0.2517584542614369,0.3101853515323108,0.3101853515323108,0.3101853515323108,-3.599859887227892,-2.024778090076633,-4.681963721130637,1.9571913841449404,6,Carbonyl Oxygen
(R)-Ibuprofen,12,O,8,1,0,2,2,0,0,0,1,1,0,0,0,0,1,0,0,-0.4807885019257389,0.3101853515323108,0.3101853515323108,0.3101853515323108,-3.693761008312416,-1.307344713774917,-4.662676827273351,2.496515810193438,2,Electron-Rich Heteroatom
(R)-Ibuprofen,13,C,6,2,0,4,2,1,1,6,1,2,0,0,0,2,0,0,0,-0.057910375785143756,-0.046411111417850676,-0.0340876952074524,-0.05873452762824895,3.153167657460387,-0.7107436600651913,2.0036747584449914,1.341654411585969,0,Aromatic Carbon
(R)-Ibuprofen,14,C,6,2,0,4,2,1,1,6,1,2,0,0,0,2,0,0,0,-0.05873452762824895,-0.05282727521991312,-0.047744174654682496,-0.057910375785143756,3.1533982754427563,-0.7104215993517164,2.0361807581226197,1.3139475889034207,0,Aromatic Carbon
(S)-Naproxen,0,C,6,1,0,4,3,0,0,0,3,0,0,1,0,0,1,0,0,0.07750708225032314,-0.4967451042461023,-0.4967451042461023,-0.4967451042461023,-3.6880399909212467,-0.5943559417423967,0.279519182719148,-5.0275347916258,3,Heteroatom-Adjacent Carbon
(S)-Naproxen,1,O,8,2,0,2,2,0,0,0,0,2,0,0,0,1,2,0,0,-0.4967451042461023,0.09825323083080656,0.11899937941128998,0.07750708225032314,-3.335597325607747,0.15297776726066115,-2.758915998177792,1.303402298958363,2,Electron-Rich Heteroatom
(S)-Naproxen,2,C,6,3,0,4,2,1,1,6,0,2,0,1,0,2,1,0,0,0.11899937941128998,-0.17606926012413016,-0.012117409376485505,-0.4967451042461023,3.108131373463951,0.655074078635117,3.362503567146694,-1.4136567095583359,7,Activated Aromatic/Heteroaromatic
(S)-Naproxen,3,C,6,2,0,4,2,1,1,6,1,2,0,0,0,2,0,0,0,-0.019345266749802616,0.034154672642756165,0.11899937941128998,-0.05069003412577764,3.1505779643464265,-0.7143017874463458,1.6401660504355313,1.6459641181552203,0,Aromatic Carbon
(S)-Naproxen,4,C,6,2,0,4,2,1,1,6,1,2,0,0,0,2,0,0,0,-0.05069003412577764,-0.018589042192540643,-0.017832817635278667,-0.019345266749802616,3.1522478536628395,-0.7153728168627405,1.8819048001801986,1.4864330288002796,0,Aromatic Carbon
(S)-Naproxen,5,C,6,3,0,4,2,1,1,6,0,3,0,0,0,3,0,0,0,-0.017832817635278667,-0.0385625240833677,-0.014701489682021975,-0.05069003412577764,3.63345581427748,0.01835411475152915,2.9984501886352266,1.59032079593473,0,Aromatic Carbon
(S)-Naproxen,6,C,6,2,0,4,2,1,1,6,1,2,0,0,0,2,0,0,0,-0.05029604844230349,-0.02565086629529991,-0.017832817635278667,-0.03346891495532115,3.1524998885335296,-0.7137066424650342,1.9144936338376555,1.4420852667807864,0,Aromatic Carbon
(S)-Naproxen,7,C,6,3,0,4,2,1,1,6,0,3,0,0,0,2,1,0,0,-0.03346891495532115,-0.009652949246528424,0.07888074829045653,-0.05754354758773832,3.26033449739062,0.8023153542138912,2.335129023302363,1.2173844594707801,0,Aromatic Carbon
(S)-Naproxen,8,C,6,3,0,4,3,0,0,0,1,3,0,0,0,1,3,0,0,0.07888074829045653,0.07631728818621981,0.31018572532324495,-0.04776494580926435,-3.0887313408852455,2.477506261673188,-1.049414479784218,-1.2578712219344454,5,Saturated Ring Atom
(S)-Naproxen,9,C,6,1,0,4,3,0,0,0,3,1,0,0,0,0,1,0,0,-0.04776494580926435,0.07888074829045653,0.07888074829045653,0.07888074829045653,-3.548073294378717,-0.483012495103067,-2.4701796507228515,-0.6657966052923484,1,Aliphatic sp3 Atom
(S)-Naproxen,10,C,6,3,0,4,2,0,0,0,0,1,0,2,0,0,2,1,0,0.31018572532324495,-0.21788873419632868,0.07888074829045653,-0.48078849988584493,-3.47687134257698,1.3422760273478476,-0.025493632554489578,-5.282836940399105,4,Carbonyl Carbon
(S)-Naproxen,11,O,8,1,0,2,2,0,0,0,0,1,0,0,0,0,0,1,0,-0.25175845099359756,0.31018572532324495,0.31018572532324495,0.31018572532324495,-3.5998599006968717,-2.024778146226797,-4.681965536642069,1.957193403752897,6,Carbonyl Oxygen
(S)-Naproxen,12,O,8,1,0,2,2,0,0,0,1,1,0,0,0,0,1,0,0,-0.48078849988584493,0.31018572532324495,0.31018572532324495,0.31018572532324495,-3.693761021793915,-1.3073447700112202,-4.662678644463766,2.496517832295626,2,Electron-Rich Heteroatom
(S)-Naproxen,13,C,6,2,0,4,2,1,1,6,1,2,0,0,0,2,0,0,0,-0.05754354758773832,-0.043707414552941914,-0.03346891495532115,-0.053945914150562685,3.153075821271742,-0.7112950170405199,1.9917010920570313,1.3571204449170111,0,Aromatic Carbon
(S)-Naproxen,14,C,6,2,0,4,2,1,1,6,1,2,0,0,0,2,0,0,0,-0.053945914150562685,-0.03612251863488015,-0.014701489682021975,-0.05754354758773832,3.1528273141113465,-0.711278711992779,1.9559939834652118,1.3825890378767376,0,Aromatic Carbon
(S)-Naproxen,15,C,6,3,0,4,2,1,1,6,0,3,0,0,0,3,0,0,0,-0.014701489682021975,-0.027965380387442285,-0.012117409376485505,-0.053945914150562685,3.6333726083485485,0.018295959202704992,2.9823489395964313,1.6057186362285998,0,Aromatic Carbon
(S)-Naproxen,16,C,6,2,0,4,2,1,1,6,1,2,0,0,0,2,0,0,0,-0.012117409376485505,0.052148944864634,0.11899937941128998,-0.014701489682021975,3.1500196802901903,-0.7179699306929095,1.568381653143327,1.7422463142047853,0,Aromatic Carbon
(+)-Etomidate,0,C,6,1,0,4,3,0,0,0,3,1,0,0,0,0,1,0,0,-0.030521446915650285,0.08887910609820208,0.08887910609820208,0.08887910609820208,-3.5482586542341865,-0.4833109594180911,-2.4952842224880722,-0.6466229192637696,1,Aliphatic sp3 Atom
(+)-Etomidate,1,C,6,2,0,4,3,0,0,0,2,1,0,1,0,0,2,0,0,0.08887910609820208,-0.24589752251744332,-0.030521446915650285,-0.46127359811923635,-3.5883966621424372,0.9004585110631975,-0.44218611670276475,-4.145952822404174,3,Heteroatom-Adjacent Carbon
(+)-Etomidate,2,O,8,2,0,2,2,0,0,0,0,2,0,0,0,0,2,0,0,-0.46127359811923635,0.2225005231778515,0.3561219402575009,0.08887910609820208,-3.5817241019598787,0.23246409669087953,-3.6979241129502753,1.5874146715721267,2,Electron-Rich Heteroatom
(+)-Etomidate,3,C,6,3,0,4,2,0,0,0,0,1,0,2,0,1,2,1,0,0.3561219402575009,-0.18609725517475204,0.14734931712809346,-0.46127359811923635,-3.235990625597101,1.2549081591083935,0.1837746377630221,-4.9513969880962705,4,Carbonyl Carbon
(+)-Etomidate,4,O,8,1,0,2,2,0,0,0,0,1,0,0,0,0,0,1,0,-0.24436748453311322,0.3561219402575009,0.3561219402575009,0.3561219402575009,-3.6014438809251046,-2.0311883047801365,-4.895522184329099,2.191191702649773,6,Carbonyl Oxygen
(+)-Etomidate,5,C,6,3,0,4,2,1,1,5,0,2,1,0,0,2,1,0,0,0.14734931712809346,0.03271996988135861,0.3561219402575009,-0.317815131019987,2.2246759794892292,0.5623878026968958,2.2232266417649327,0.0716772901312232,7,Activated Aromatic/Heteroaromatic
(+)-Etomidate,6,C,6,2,0,4,2,1,1,5,1,1,1,0,0,2,0,0,0,0.05985310040656195,-0.0484499487551914,0.14734931712809346,-0.24424921463847626,2.1177172298909084,-0.9586785063246812,1.9502359090048569,0.25074575435785584,7,Activated Aromatic/Heteroaromatic
(+)-Etomidate,7,N,7,2,0,3,2,1,1,5,0,2,0,0,0,2,0,0,0,-0.24424921463847626,0.07782765368894573,0.0958022069713295,0.05985310040656195,2.1302948736637393,-1.0556952579046754,0.6241173358803027,2.5773414647039012,0,Aromatic Carbon
(+)-Etomidate,8,C,6,2,0,4,2,1,1,5,1,0,2,0,0,2,0,0,0,0.0958022069713295,-0.28103217282923165,-0.24424921463847626,-0.317815131019987,2.003908759515006,-1.1978477969891497,3.1399834838510934,-1.598017317227593,7,Activated Aromatic/Heteroaromatic
(+)-Etomidate,9,N,7,3,0,3,2,1,1,5,0,3,0,0,0,2,1,0,0,-0.317815131019987,0.1002048363503494,0.14734931712809346,0.05746298495162522,2.2374593919312304,0.45210534818364856,0.9544767752233021,2.540221654550982,0,Aromatic Carbon
(+)-Etomidate,10,C,6,3,0,4,3,0,0,0,1,2,1,0,0,2,3,0,0,0.05746298495162522,-0.1277322393480216,-0.025420359519245518,-0.317815131019987,-2.9599498438282406,2.1634748735089504,0.5172383665743067,-2.9990644230890187,3,Heteroatom-Adjacent Carbon
(+)-Etomidate,11,C,6,1,0,4,3,0,0,0,3,1,0,0,0,0,1,0,0,-0.03996122750483237,0.05746298495162522,0.05746298495162522,0.05746298495162522,-3.5472200661748365,-0.4792346072279421,-2.355226945900527,-0.797749102452221,1,Aliphatic sp3 Atom
(+)-Etomidate,12,C,6,3,0,4,2,1,1,6,0,3,0,0,0,2,1,0,0,-0.025420359519245518,-0.01882115792557794,0.05746298495162522,-0.05696322936417952,3.260789703116464,0.8034936484257642,2.3980892228239243,1.1557074484334389,0,Aromatic Carbon
(+)-Etomidate,13,C,6,2,0,4,2,1,1,6,1,2,0,0,0,2,0,0,0,-0.05696322936417952,-0.04366835299359128,-0.025420359519245518,-0.06191634646793704,3.153072304290348,-0.7106098609603491,1.989657471361545,1.3501798978536255,0,Aromatic Carbon
(+)-Etomidate,14,C,6,2,0,4,2,1,1,6,1,2,0,0,0,2,0,0,0,-0.06191634646793704,-0.059604682877940546,-0.05696322936417952,-0.06224613639170157,3.153613098267351,-0.7098208049442132,2.0656361637279748,1.2854926050309154,0,Aromatic Carbon
(+)-Etomidate,15,C,6,2,0,4,2,1,1,6,1,2,0,0,0,2,0,0,0,-0.06224613639170157,-0.06191634646793704,-0.06191634646793704,-0.06191634646793704,3.153695884946744,-0.7097097434171982,2.0773136001745764,1.2756014318292368,0,Aromatic Carbon
(+)-Etomidate,16,C,6,2,0,4,2,1,1,6,1,2,0,0,0,2,0,0,0,-0.06191634646793704,-0.059604682877940546,-0.05696322936417952,-0.06224613639170157,3.153613098267351,-0.7098208049442132,2.0656361637279748,1.2854926050309154,0,Aromatic Carbon
(+)-Etomidate,17,C,6,2,0,4,2,1,1,6,1,2,0,0,0,2,0,0,0,-0.05696322936417952,-0.04366835299359128,-0.025420359519245518,-0.06191634646793704,3.153072304290348,-0.7106098609603491,1.989657471361545,1.3501798978536255,0,Aromatic Carbon
Levetiracetam,0,C,6,1,0,4,3,0,0,0,3,1,0,0,0,0,1,0,0,-0.06290061059440191,-0.02631692354454601,-0.02631692354454601,-0.02631692354454601,-3.5444275981438826,-0.4682071272173567,-1.978669715442844,-1.2053081580831668,1,Aliphatic sp3 Atom
Levetiracetam,1,C,6,2,0,4,3,0,0,0,2,2,0,0,0,0,2,0,0,-0.02631692354454601,0.02354911624332956,0.10999884308106103,-0.06290061059440191,-3.437138111050094,1.0482218873533826,-1.6447218667690926,-1.3682631815445279,5,Saturated Ring Atom
Levetiracetam,2,C,6,3,0,4,3,0,0,0,1,2,1,0,0,0,3,0,0,0.10999884308106103,-0.03909266293255396,0.23971775495040148,-0.33067882020351735,-3.4474578536227725,2.3345076603248263,-0.6893151431151991,-3.080566565836873,3,Heteroatom-Adjacent Carbon
Levetiracetam,3,C,6,3,0,4,2,0,0,0,0,1,1,1,0,0,2,1,0,0.23971775495040148,-0.17694421562818333,0.10999884308106103,-0.367882042868755,-3.4404955110805737,1.2678510476732754,-0.21922899521417855,-4.438655011257887,4,Carbonyl Carbon
Levetiracetam,4,N,7,1,0,3,2,0,0,0,2,1,0,0,0,0,1,0,0,-0.367882042868755,0.23971775495040148,0.23971775495040148,0.23971775495040148,-3.587390141608226,-0.9827363363668806,-3.7665601170449468,1.6269956898193931,2,Electron-Rich Heteroatom
Levetiracetam,5,O,8,1,0,2,2,0,0,0,0,1,0,0,0,0,0,1,0,-0.27294944709685603,0.23971775495040148,0.23971775495040148,0.23971775495040148,-3.5975304686168825,-2.0156358777109054,-4.367833244311089,1.6182443289303556,6,Carbonyl Oxygen
Levetiracetam,6,N,7,3,0,3,2,0,1,5,0,3,0,0,0,0,3,0,0,-0.33067882020351735,0.11820552920268128,0.22281591363006695,0.021801830896915866,1.3575474426538734,2.112710531396183,-0.7543599662357179,1.0054057443520212,5,Saturated Ring Atom
Levetiracetam,7,C,6,2,0,4,3,0,1,5,2,1,1,0,0,0,2,0,0,0.021801830896915866,-0.17864349242814473,-0.026608164652772128,-0.33067882020351735,1.1706171844048074,0.8615850695296441,0.6438735701661645,-2.480496525209659,3,Heteroatom-Adjacent Carbon
Levetiracetam,8,C,6,2,0,4,3,0,1,5,2,2,0,0,0,0,2,0,0,-0.026608164652772128,0.025093235391380253,0.028384639885844644,0.021801830896915866,1.285648848467551,1.079242133103918,-0.3207579941210758,-0.5332585462612648,5,Saturated Ring Atom
Levetiracetam,9,C,6,2,0,4,3,0,1,5,2,2,0,0,0,0,2,0,0,0.028384639885844644,0.09810387448864741,0.22281591363006695,-0.026608164652772128,1.2834505763857806,1.081946367846979,-0.6411789394042997,-0.3397415594063257,5,Saturated Ring Atom
Levetiracetam,10,C,6,3,0,4,2,0,1,5,0,1,1,1,0,0,2,1,0,0.22281591363006695,-0.19239454857283975,0.028384639885844644,-0.33067882020351735,1.2828793776412222,1.3028672043489857,1.1768026931353135,-3.7004507310933312,4,Carbonyl Carbon
Levetiracetam,11,O,8,1,0,2,2,0,0,0,0,1,0,0,0,0,0,1,0,-0.2748894654008465,0.22281591363006695,0.22281591363006695,0.22281591363006695,-3.596939709845437,-2.0132226388163543,-4.288191168310805,1.5305634491432154,6,Carbonyl Oxygen
Pregabalin,0,C,6,1,0,4,3,0,0,0,3,1,0,0,0,0,1,0,0,-0.06276239582164712,-0.04680629067045648,-0.04680629067045648,-0.04680629067045648,-3.5436860599427193,-0.4651069924421698,-1.8787184691174186,-1.316657652143921,1,Aliphatic sp3 Atom
Pregabalin,1,C,6,3,0,4,3,0,0,0,1,3,0,0,0,0,3,0,0,-0.04680629067045648,-0.057291652413342685,-0.04635016559673381,-0.06276239582164712,-3.3256117819556965,2.566718480947767,-0.7060267854853249,-1.9926123036679977,5,Saturated Ring Atom
Pregabalin,2,C,6,1,0,4,3,0,0,0,3,1,0,0,0,0,1,0,0,-0.06276239582164712,-0.04680629067045648,-0.04680629067045648,-0.04680629067045648,-3.5436860599427193,-0.4651069924421698,-1.8787184691174186,-1.316657652143921,1,Aliphatic sp3 Atom
Pregabalin,3,C,6,2,0,4,3,0,0,0,2,2,0,0,0,0,2,0,0,-0.04635016559673381,-0.0325796702720066,-0.01835304987355673,-0.04680629067045648,-3.4352425019371062,1.049418338829673,-1.3749560828362686,-1.5779695842720896,1,Aliphatic sp3 Atom
Pregabalin,4,C,6,3,0,4,3,0,0,0,1,3,0,0,0,0,3,0,0,-0.01835304987355673,-0.0004353471438654557,0.04935918412719745,-0.04635016559673381,-3.3273955077733093,2.56343685637993,-0.9547156924041215,-1.7742089447430454,5,Saturated Ring Atom
Pregabalin,5,C,6,2,0,4,3,0,0,0,2,1,1,0,0,0,2,0,0,-0.004315059962060008,-0.17426712095631894,-0.01835304987355673,-0.33018119203908114,-3.552573474034883,0.8213821525838858,-0.7188255318044755,-3.170639285038592,3,Heteroatom-Adjacent Carbon
Pregabalin,6,N,7,1,0,3,3,0,0,0,2,1,0,0,0,0,1,0,0,-0.33018119203908114,-0.004315059962060008,-0.004315059962060008,-0.004315059962060008,-3.650621684101258,-0.7963344298733865,-2.8498851269472127,-0.2849426571518924,1,Aliphatic sp3 Atom
Pregabalin,7,C,6,2,0,4,3,0,0,0,2,2,0,0,0,0,2,0,0,0.04935918412719745,0.1424094452307192,0.3031719403349951,-0.01835304987355673,-3.4407345301965933,1.0416364748237656,-2.1445356435958245,-0.9330832703433072,5,Saturated Ring Atom
Pregabalin,8,C,6,3,0,4,2,0,0,0,0,1,0,2,0,0,2,1,0,0.3031719403349951,-0.22811188206339358,0.04935918412719745,-0.48122220770897245,-3.476441325348957,1.3426162594951467,0.03349296566545805,-5.327733204172269,4,Carbonyl Carbon
Pregabalin,9,O,8,1,0,2,2,0,0,0,0,1,0,0,0,0,0,1,0,-0.2524726226084057,0.3031719403349951,0.3031719403349951,0.3031719403349951,-3.5996138259740347,-2.0237703453558735,-4.648792070457722,1.9206237247371438,6,Carbonyl Oxygen
Pregabalin,10,O,8,1,0,2,2,0,0,0,1,1,0,0,0,0,1,0,0,-0.48122220770897245,0.3031719403349951,0.3031719403349951,0.3031719403349951,-3.6935120875920684,-1.3063172950898232,-4.629121697377961,2.4593784685417606,2,Electron-Rich Heteroatom
(-)-Etomidate,0,C,6,1,0,4,3,0,0,0,3,1,0,0,0,0,1,0,0,-0.030521446915650285,0.08887910609820208,0.08887910609820208,0.08887910609820208,-3.5482586542341865,-0.4833109594180911,-2.4952842224880722,-0.6466229192637696,1,Aliphatic sp3 Atom
(-)-Etomidate,1,C,6,2,0,4,3,0,0,0,2,1,0,1,0,0,2,0,0,0.08887910609820208,-0.24589752251744332,-0.030521446915650285,-0.46127359811923635,-3.5883966621424372,0.9004585110631975,-0.44218611670276475,-4.145952822404174,3,Heteroatom-Adjacent Carbon
(-)-Etomidate,2,O,8,2,0,2,2,0,0,0,0,2,0,0,0,0,2,0,0,-0.46127359811923635,0.2225005231778515,0.3561219402575009,0.08887910609820208,-3.5817241019598787,0.23246409669087953,-3.6979241129502753,1.5874146715721267,2,Electron-Rich Heteroatom
(-)-Etomidate,3,C,6,3,0,4,2,0,0,0,0,1,0,2,0,1,2,1,0,0.3561219402575009,-0.18609725517475204,0.14734931712809346,-0.46127359811923635,-3.235990625597101,1.2549081591083935,0.1837746377630221,-4.9513969880962705,4,Carbonyl Carbon
(-)-Etomidate,4,O,8,1,0,2,2,0,0,0,0,1,0,0,0,0,0,1,0,-0.24436748453311322,0.3561219402575009,0.3561219402575009,0.3561219402575009,-3.6014438809251046,-2.0311883047801365,-4.895522184329099,2.191191702649773,6,Carbonyl Oxygen
(-)-Etomidate,5,C,6,3,0,4,2,1,1,5,0,2,1,0,0,2,1,0,0,0.14734931712809346,0.03271996988135861,0.3561219402575009,-0.317815131019987,2.2246759794892292,0.5623878026968958,2.2232266417649327,0.0716772901312232,7,Activated Aromatic/Heteroaromatic
(-)-Etomidate,6,C,6,2,0,4,2,1,1,5,1,1,1,0,0,2,0,0,0,0.05985310040656195,-0.0484499487551914,0.14734931712809346,-0.24424921463847626,2.1177172298909084,-0.9586785063246812,1.9502359090048569,0.25074575435785584,7,Activated Aromatic/Heteroaromatic
(-)-Etomidate,7,N,7,2,0,3,2,1,1,5,0,2,0,0,0,2,0,0,0,-0.24424921463847626,0.07782765368894573,0.0958022069713295,0.05985310040656195,2.1302948736637393,-1.0556952579046754,0.6241173358803027,2.5773414647039012,0,Aromatic Carbon
(-)-Etomidate,8,C,6,2,0,4,2,1,1,5,1,0,2,0,0,2,0,0,0,0.0958022069713295,-0.28103217282923165,-0.24424921463847626,-0.317815131019987,2.003908759515006,-1.1978477969891497,3.1399834838510934,-1.598017317227593,7,Activated Aromatic/Heteroaromatic
(-)-Etomidate,9,N,7,3,0,3,2,1,1,5,0,3,0,0,0,2,1,0,0,-0.317815131019987,0.1002048363503494,0.14734931712809346,0.05746298495162522,2.2374593919312304,0.45210534818364856,0.9544767752233021,2.540221654550982,0,Aromatic Carbon
(-)-Etomidate,10,C,6,3,0,4,3,0,0,0,1,2,1,0,0,2,3,0,0,0.05746298495162522,-0.1277322393480216,-0.025420359519245518,-0.317815131019987,-2.9599498438282406,2.1634748735089504,0.5172383665743067,-2.9990644230890187,3,Heteroatom-Adjacent Carbon
(-)-Etomidate,11,C,6,1,0,4,3,0,0,0,3,1,0,0,0,0,1,0,0,-0.03996122750483237,0.05746298495162522,0.05746298495162522,0.05746298495162522,-3.5472200661748365,-0.4792346072279421,-2.355226945900527,-0.797749102452221,1,Aliphatic sp3 Atom
(-)-Etomidate,12,C,6,3,0,4,2,1,1,6,0,3,0,0,0,2,1,0,0,-0.025420359519245518,-0.01882115792557794,0.05746298495162522,-0.05696322936417952,3.260789703116464,0.8034936484257642,2.3980892228239243,1.1557074484334389,0,Aromatic Carbon
(-)-Etomidate,13,C,6,2,0,4,2,1,1,6,1,2,0,0,0,2,0,0,0,-0.05696322936417952,-0.04366835299359128,-0.025420359519245518,-0.06191634646793704,3.153072304290348,-0.7106098609603491,1.989657471361545,1.3501798978536255,0,Aromatic Carbon
(-)-Etomidate,14,C,6,2,0,4,2,1,1,6,1,2,0,0,0,2,0,0,0,-0.06191634646793704,-0.059604682877940546,-0.05696322936417952,-0.06224613639170157,3.153613098267351,-0.7098208049442132,2.0656361637279748,1.2854926050309154,0,Aromatic Carbon
(-)-Etomidate,15,C,6,2,0,4,2,1,1,6,1,2,0,0,0,2,0,0,0,-0.06224613639170157,-0.06191634646793704,-0.06191634646793704,-0.06191634646793704,3.153695884946744,-0.7097097434171982,2.0773136001745764,1.2756014318292368,0,Aromatic Carbon
(-)-Etomidate,16,C,6,2,0,4,2,1,1,6,1,2,0,0,0,2,0,0,0,-0.06191634646793704,-0.059604682877940546,-0.05696322936417952,-0.06224613639170157,3.153613098267351,-0.7098208049442132,2.0656361637279748,1.2854926050309154,0,Aromatic Carbon
